Unique ID,Description,Category,Amount,Date,Account,Third Party
1676311868069824,Randomly generated expenses for Food and Dining,Food and Dining,31,2022-09-20,Schwab Investor Card,Sophia
1676311868069831,Randomly generated expenses for Education,Education,46,2022-09-21,Chase Freedom Flex,
1676311868069836,Randomly generated expenses for Reimbursable or Refundable,Reimbursable or Refundable,30,2022-09-22,Chase Freedom Flex,
1676311868069843,Randomly generated expenses for Education,Education,50,2022-09-23,Discover It,
1676311868069850,Randomly generated expenses for Shopping,Shopping,27,2022-09-24,Amex Blue Cash Preferred,
1676311868069855,Randomly generated expenses for Utilities,Utilities,42,2022-09-24,Chase Freedom Flex,
1676311868069860,Randomly generated expenses for Shopping,Shopping,29,2022-09-24,Capital One Savor,
1676311868069867,Randomly generated expenses for Utilities,Utilities,34,2022-09-25,Amex Blue Cash Preferred,
1676311868069874,Randomly generated expenses for Financial,Financial,40,2022-09-26,Amex Blue Cash Preferred,
1676311868069880,Randomly generated expenses for Taxes,Taxes,41,2022-09-27,Discover It,
1676311868069887,Randomly generated expenses for Pet,Pet,6,2022-09-28,Chase Freedom Flex,
1676311868069894,Randomly generated expenses for Utilities,Utilities,40,2022-09-29,Chase Freedom Flex,
1676311868069899,Randomly generated expenses for Clothing,Clothing,19,2022-09-29,Chase Freedom Flex,
1676311868069904,Randomly generated expenses for Food and Dining,Food and Dining,28,2022-09-29,Discover It,
1676311868069911,Randomly generated expenses for Shopping,Shopping,33,2022-09-30,Amex Blue Cash Preferred,Ronald
1676311868069918,Randomly generated expenses for Entertainment,Entertainment,8,2022-09-30,Chase Freedom Flex,
1676311868069924,Randomly generated expenses for Home,Home,16,2022-10-01,Schwab Investor Card,
1676311868069931,Randomly generated expenses for Education,Education,42,2022-10-02,Schwab Investor Card,Ronald
1676311868069938,Randomly generated expenses for Misc Expenses,Misc Expenses,44,2022-10-03,Amex Blue Cash Preferred,Sophia
1676311868069944,Randomly generated expenses for Fees and Chargers,Fees and Chargers,18,2022-10-04,Chase Freedom Flex,
1676311868069951,Randomly generated expenses for Health and Fitness,Health and Fitness,20,2022-10-05,Chase Freedom Flex,
1676311868069956,Randomly generated expenses for Book,Book,37,2022-10-05,Discover It,
1676311868069963,Randomly generated expenses for Utilities,Utilities,4,2022-10-06,Discover It,
1676311868069968,Randomly generated expenses for Pet,Pet,41,2022-10-06,Amex Blue Cash Preferred,Justine
1676311868069975,Randomly generated expenses for Entertainment,Entertainment,11,2022-10-07,Discover It,
1676311868069982,Randomly generated expenses for Shopping,Shopping,31,2022-10-08,Discover It,Sophia
1676311868069988,Randomly generated expenses for Pet,Pet,15,2022-10-09,Discover It,
1676311868069995,Randomly generated expenses for Clothing,Clothing,31,2022-10-10,Amex Blue Cash Preferred,
1676311868070000,Randomly generated expenses for Fees and Chargers,Fees and Chargers,19,2022-10-10,Discover It,
1676311868070007,Randomly generated expenses for Utilities,Utilities,4,2022-10-11,Chase Freedom Flex,Sophia
1676311868070014,Randomly generated expenses for Utilities,Utilities,43,2022-10-12,Chase Freedom Flex,
1676311868070019,Randomly generated expenses for Shopping,Shopping,2,2022-10-12,Capital One Savor,
1676311868070024,Randomly generated expenses for Pet,Pet,50,2022-10-12,Chase Freedom Flex,
1676311868070031,Randomly generated expenses for Reimbursable or Refundable,Reimbursable or Refundable,21,2022-10-13,Chase Freedom Flex,
1676311868070036,Randomly generated expenses for Entertainment,Entertainment,10,2022-10-13,Amex Blue Cash Preferred,
1676311868070043,Randomly generated expenses for Home,Home,16,2022-10-14,Discover It,
1676311868070050,Randomly generated expenses for Food and Dining,Food and Dining,29,2022-10-15,Discover It,
1676311868070056,Randomly generated expenses for Clothing,Clothing,22,2022-10-16,Schwab Investor Card,
1676311868070063,Randomly generated expenses for Book,Book,43,2022-10-17,Schwab Investor Card,
1676311868070070,Randomly generated expenses for Clothing,Clothing,7,2022-10-18,Chase Freedom Flex,
1676311868070076,Randomly generated expenses for Education,Education,22,2022-10-19,Chase Freedom Flex,
1676311868070083,Randomly generated expenses for Food and Dining,Food and Dining,32,2022-10-20,Discover It,
1676311868070090,Randomly generated expenses for Entertainment,Entertainment,1,2022-10-21,Chase Freedom Flex,
1676311868070096,Randomly generated expenses for Health and Fitness,Health and Fitness,6,2022-10-22,Amex Blue Cash Preferred,
1676311868070103,Randomly generated expenses for Misc Expenses,Misc Expenses,32,2022-10-23,Amex Blue Cash Preferred,
1676311868070110,Randomly generated expenses for Transportation,Transportation,31,2022-10-24,Schwab Investor Card,
1676311868070116,Randomly generated expenses for Business Services,Business Services,42,2022-10-25,Discover It,
1676311868070123,Randomly generated expenses for Misc Expenses,Misc Expenses,34,2022-10-26,Chase Freedom Flex,
1676311868070128,Randomly generated expenses for Shopping,Shopping,48,2022-10-27,Chase Freedom Flex,Ronald
1676311868070134,Randomly generated expenses for Education,Education,33,2022-10-27,Capital One Savor,
1676311868070140,Randomly generated expenses for Pet,Pet,3,2022-10-28,Schwab Investor Card,
1676311868070146,Randomly generated expenses for Personal Care,Personal Care,21,2022-10-28,Chase Freedom Flex,
1676311868070152,Randomly generated expenses for Health and Fitness,Health and Fitness,1,2022-10-29,Amex Blue Cash Preferred,
1676311868070158,Randomly generated expenses for Misc Expenses,Misc Expenses,31,2022-10-29,Capital One Savor,
1676311868070163,Randomly generated expenses for Clothing,Clothing,34,2022-10-29,Chase Freedom Flex,
1676311868070170,Randomly generated expenses for Food and Dining,Food and Dining,5,2022-10-30,Amex Blue Cash Preferred,
1676311868070175,Randomly generated expenses for Book,Book,20,2022-10-30,Capital One Savor,
1676311868070182,Randomly generated expenses for Uncategorized,Uncategorized,8,2022-10-31,Discover It,
1676311868070188,Randomly generated expenses for Clothing,Clothing,30,2022-11-01,Chase Freedom Flex,
1676311868070195,Randomly generated expenses for Transportation,Transportation,35,2022-11-02,Schwab Investor Card,
1676311868070202,Randomly generated expenses for Home,Home,28,2022-11-03,Discover It,
1676311868070208,Randomly generated expenses for Utilities,Utilities,2,2022-11-04,Chase Freedom Flex,
1676311868070215,Randomly generated expenses for Shopping,Shopping,34,2022-11-05,Chase Freedom Flex,Sophia
1676311868070222,Randomly generated expenses for Home,Home,14,2022-11-06,Capital One Savor,
1676311868070228,Randomly generated expenses for Pet,Pet,4,2022-11-07,Discover It,
1676311868070235,Randomly generated expenses for Health and Fitness,Health and Fitness,17,2022-11-08,Schwab Investor Card,
1676311868070242,Randomly generated expenses for Home,Home,9,2022-11-09,Chase Freedom Flex,
1676311868070248,Randomly generated expenses for Shopping,Shopping,33,2022-11-10,Amex Blue Cash Preferred,
1676311868070255,Randomly generated expenses for Gift,Gift,25,2022-11-11,Schwab Investor Card,
1676311868070262,Randomly generated expenses for Shopping,Shopping,42,2022-11-12,Schwab Investor Card,
1676311868070268,Randomly generated expenses for Utilities,Utilities,5,2022-11-13,Chase Freedom Flex,
1676311868070275,Randomly generated expenses for Book,Book,21,2022-11-14,Capital One Savor,
1676311868070282,Randomly generated expenses for Food and Dining,Food and Dining,20,2022-11-15,Discover It,
1676311868070287,Randomly generated expenses for Food and Dining,Food and Dining,16,2022-11-15,Discover It,
1676311868070294,Randomly generated expenses for Shopping,Shopping,1,2022-11-16,Amex Blue Cash Preferred,
1676311868070300,Randomly generated expenses for Education,Education,48,2022-11-17,Discover It,
1676311868070307,Randomly generated expenses for Clothing,Clothing,17,2022-11-18,Discover It,
1676311868070314,Randomly generated expenses for Shopping,Shopping,18,2022-11-19,Amex Blue Cash Preferred,
1676311868070320,Randomly generated expenses for Food and Dining,Food and Dining,27,2022-11-20,Discover It,
1676311868070327,Randomly generated expenses for Utilities,Utilities,47,2022-11-21,Chase Freedom Flex,
1676311868070333,Randomly generated expenses for Entertainment,Entertainment,10,2022-11-21,Chase Freedom Flex,Cara
1676311868070339,Randomly generated expenses for Kids,Kids,21,2022-11-21,Amex Blue Cash Preferred,
1676311868070346,Randomly generated expenses for Food and Dining,Food and Dining,41,2022-11-22,Amex Blue Cash Preferred,
1676311868070376,Randomly generated expenses for Entertainment,Entertainment,26,2022-11-23,Capital One Savor,
1676311868070385,Randomly generated expenses for Gift,Gift,32,2022-11-24,Chase Freedom Flex,
1676311868070391,Randomly generated expenses for Entertainment,Entertainment,49,2022-11-25,Discover It,
1676311868070398,Randomly generated expenses for Home,Home,44,2022-11-25,Discover It,
1676311868070404,Randomly generated expenses for Shopping,Shopping,5,2022-11-26,Amex Blue Cash Preferred,
1676311868070410,Randomly generated expenses for Clothing,Clothing,14,2022-11-26,Chase Freedom Flex,
1676311868070416,Randomly generated expenses for Food and Dining,Food and Dining,20,2022-11-27,Chase Freedom Flex,
1676311868070422,Randomly generated expenses for Gift,Gift,31,2022-11-27,Chase Freedom Flex,
1676311868070428,Randomly generated expenses for Financial,Financial,9,2022-11-28,Chase Freedom Flex,
1676311868070435,Randomly generated expenses for Education,Education,43,2022-11-29,Schwab Investor Card,
1676311868070441,Randomly generated expenses for Reimbursable or Refundable,Reimbursable or Refundable,43,2022-11-30,Capital One Savor,
1676311868070448,Randomly generated expenses for Kids,Kids,38,2022-12-01,Schwab Investor Card,
1676311868070455,Randomly generated expenses for Entertainment,Entertainment,15,2022-12-02,Amex Blue Cash Preferred,
1676311868070470,Randomly generated expenses for Food and Dining,Food and Dining,39,2022-12-03,Chase Freedom Flex,
1676311868070488,Randomly generated expenses for Shopping,Shopping,34,2022-12-04,Chase Freedom Flex,Cara
1676311868070502,Randomly generated expenses for Shopping,Shopping,40,2022-12-05,Discover It,
1676311868070510,Randomly generated expenses for Clothing,Clothing,36,2022-12-05,Amex Blue Cash Preferred,
1676311868070517,Randomly generated expenses for Health and Fitness,Health and Fitness,21,2022-12-06,Discover It,
1676311868070523,Randomly generated expenses for Entertainment,Entertainment,19,2022-12-06,Chase Freedom Flex,
1676311868070531,Randomly generated expenses for Health and Fitness,Health and Fitness,39,2022-12-07,Amex Blue Cash Preferred,
1676311868070539,Randomly generated expenses for Transportation,Transportation,28,2022-12-08,Chase Freedom Flex,Sophia
1676311868070550,Randomly generated expenses for Shopping,Shopping,12,2022-12-09,Chase Freedom Flex,Justine
1676311868070562,Randomly generated expenses for Uncategorized,Uncategorized,44,2022-12-10,Chase Freedom Flex,Justine
1676311868070570,Randomly generated expenses for Uncategorized,Uncategorized,24,2022-12-11,Chase Freedom Flex,Cara
1676311868070588,Randomly generated expenses for Home,Home,13,2022-12-12,Amex Blue Cash Preferred,
1676311868070609,Randomly generated expenses for Entertainment,Entertainment,29,2022-12-13,Capital One Savor,
1676311868070619,Randomly generated expenses for Misc Expenses,Misc Expenses,45,2022-12-14,Amex Blue Cash Preferred,
1676311868070630,Randomly generated expenses for Kids,Kids,30,2022-12-14,Chase Freedom Flex,
1676311868070640,Randomly generated expenses for Clothing,Clothing,44,2022-12-14,Chase Freedom Flex,Justine
1676311868070647,Randomly generated expenses for Misc Expenses,Misc Expenses,11,2022-12-15,Chase Freedom Flex,
1676311868070654,Randomly generated expenses for Kids,Kids,33,2022-12-16,Chase Freedom Flex,
1676311868070660,Randomly generated expenses for Entertainment,Entertainment,42,2022-12-17,Amex Blue Cash Preferred,
1676311868070667,Randomly generated expenses for Utilities,Utilities,21,2022-12-18,Chase Freedom Flex,
1676311868070674,Randomly generated expenses for Business Services,Business Services,1,2022-12-19,Capital One Savor,Justine
1676311868070680,Randomly generated expenses for Home,Home,4,2022-12-20,Discover It,Justine
1676311868070687,Randomly generated expenses for Clothing,Clothing,39,2022-12-20,Chase Freedom Flex,
1676311868070694,Randomly generated expenses for Entertainment,Entertainment,5,2022-12-21,Capital One Savor,
1676311868070700,Randomly generated expenses for Health and Fitness,Health and Fitness,44,2022-12-22,Discover It,
1676311868070707,Randomly generated expenses for Pet,Pet,20,2022-12-23,Discover It,
1676311868070714,Randomly generated expenses for Food and Dining,Food and Dining,37,2022-12-24,Amex Blue Cash Preferred,Sophia
1676311868070720,Randomly generated expenses for Food and Dining,Food and Dining,47,2022-12-25,Chase Freedom Flex,Cara
1676311868070729,Randomly generated expenses for Entertainment,Entertainment,8,2022-12-26,Capital One Savor,
1676311868070735,Randomly generated expenses for Personal Care,Personal Care,1,2022-12-27,Chase Freedom Flex,
1676311868070742,Randomly generated expenses for Health and Fitness,Health and Fitness,38,2022-12-28,Chase Freedom Flex,
1676311868070749,Randomly generated expenses for Education,Education,5,2022-12-29,Capital One Savor,
1676311868070758,Randomly generated expenses for Education,Education,8,2022-12-30,Discover It,
1676311868070766,Randomly generated expenses for Kids,Kids,6,2022-12-31,Discover It,
1676311868070774,Randomly generated expenses for Utilities,Utilities,20,2023-01-01,Schwab Investor Card,Sophia
1676311868070782,Randomly generated expenses for Reimbursable or Refundable,Reimbursable or Refundable,44,2023-01-02,Chase Freedom Flex,Sophia
1676311868070788,Randomly generated expenses for Food and Dining,Food and Dining,46,2023-01-03,Capital One Savor,
1676311868070795,Randomly generated expenses for Home,Home,9,2023-01-04,Amex Blue Cash Preferred,
